input_quant,temp,material_pressure,material_temp,exit_zone_temp,motor_amperage,motor_RPM,output_quality
12.958,24.8,124.303,156.6,53.5,68.94,12.01,5.744
13.381,24.9,123.689,144.4,51.0,69.8,12.0,5.505
12.885,24.8,123.609,153.7,56.1,69.74,11.99,6.742
13.121,24.7,124.474,168.8,57.3,70.24,12.0,5.082
12.957,24.9,124.43,161.3,54.9,70.96,11.99,5.182
11.936,24.7,124.079,148.0,51.0,70.85,11.99,3.133
12.022,24.7,124.519,183.4,57.7,73.36,12.01,5.51
11.929,24.8,123.856,167.6,56.3,74.65,12.0,5.396
13.116,24.8,124.45,159.3,55.5,74.29,12.0,5.146
12.745,25.0,123.768,163.5,54.2,70.99,11.98,7.013
13.323,24.7,123.942,164.2,56.3,71.92,12.01,5.712
13.214,24.7,124.258,154.9,53.1,72.76,11.99,6.107
13.053,24.7,124.105,173.4,57.7,74.8,11.99,7.017
12.989,24.7,123.714,167.8,54.9,72.7,12.0,7.858
13.154,24.8,123.966,150.8,52.3,73.15,12.0,6.101
12.779,24.7,124.235,155.2,53.2,73.94,11.99,4.927
12.997,24.7,123.801,189.1,61.0,69.66,12.0,9.079
12.884,24.8,123.63,157.7,54.5,71.68,11.99,7.058
13.363,24.8,123.989,153.2,53.1,71.96,11.97,4.885
12.119,24.7,124.282,178.3,58.0,72.65,11.98,5.007
12.985,24.8,124.413,146.5,54.7,72.6,11.99,4.568
13.326,24.8,124.406,170.8,56.3,69.82,12.0,5.684
11.785,24.9,124.536,163.9,53.7,73.72,11.98,2.481
13.223,24.7,123.643,171.7,56.3,72.3,11.99,8.208
12.786,24.7,123.666,172.4,54.3,68.95,12.0,9.057
12.749,24.8,124.318,168.6,57.4,72.26,11.99,5.36
13.052,24.8,123.655,149.7,55.2,72.76,11.97,5.856
12.887,24.8,123.993,145.7,52.0,73.37,11.99,5.018
13.012,24.7,124.144,162.4,56.7,72.53,12.0,5.583
13.182,24.8,123.584,158.8,55.4,71.4,11.98,6.994
13.172,24.9,124.53,148.2,53.8,73.02,12.0,4.471
13.065,24.8,124.306,175.8,58.6,74.63,11.97,6.853
12.915,24.7,124.082,149.4,56.3,71.91,11.99,5.097
13.077,24.8,123.919,163.4,55.6,72.51,11.99,6.624
13.078,24.7,123.989,146.3,52.0,73.03,11.99,5.156
12.897,24.8,123.75,167.5,57.9,71.18,11.98,7.107
11.475,24.8,124.152,162.6,52.0,70.21,11.98,0.851
12.917,24.8,124.467,175.6,56.2,73.18,11.99,6.803
13.052,24.8,124.197,165.6,55.4,74.4,11.99,5.892
12.518,24.9,124.31,157.2,56.4,71.78,11.99,4.364
12.974,24.6,124.338,142.3,50.8,70.24,11.99,3.666
12.773,24.8,124.358,159.3,56.3,74.44,11.98,5.622
13.26,24.8,123.977,165.7,55.1,72.29,12.0,6.415
13.446,24.6,123.64,146.1,50.5,73.85,11.99,5.522
12.034,24.9,124.151,166.7,55.4,70.88,11.97,5.1
13.197,24.8,124.036,153.6,52.0,72.58,12.0,5.87
12.802,24.7,124.24,160.3,53.9,72.03,12.0,5.924
13.24,24.8,124.534,164.3,56.6,69.31,11.98,5.31
12.819,24.9,124.386,141.9,50.2,71.76,11.99,3.774
12.416,24.8,124.443,172.0,57.8,73.58,11.99,5.342
13.004,24.8,123.625,175.5,58.2,71.58,11.98,8.27
13.109,24.9,124.367,162.5,53.7,72.58,11.99,5.722
11.895,24.8,123.6,160.1,53.9,71.29,11.98,5.329
13.209,24.8,123.817,187.5,58.6,71.06,11.99,8.933
12.963,24.6,123.977,171.3,56.1,70.17,12.0,7.144
12.852,24.8,124.432,176.6,58.5,71.42,11.97,6.622
13.146,24.8,123.572,177.1,57.1,70.82,12.0,8.496
12.786,24.7,124.223,153.3,50.4,70.8,11.97,5.396
12.083,24.8,124.544,153.4,51.9,71.04,11.98,2.826
12.868,24.8,124.45,170.0,56.9,72.14,11.99,6.705
12.7,24.8,124.318,161.1,54.9,72.98,11.98,5.653
13.17,24.9,124.403,174.0,56.9,69.69,11.99,6.435
13.293,24.7,124.052,156.4,54.0,71.1,11.98,5.131
13.28,24.9,124.56,156.0,54.0,72.95,11.98,3.837
13.304,25.0,124.268,174.9,57.4,73.55,11.99,6.585
12.922,24.9,124.282,175.3,58.8,71.91,12.0,6.95
12.818,24.7,123.954,180.6,60.0,75.01,11.99,7.74
12.984,24.8,123.805,175.7,56.9,73.09,11.98,8.502
12.816,24.9,123.846,163.7,54.9,70.51,11.98,7.047
13.06,24.7,123.734,166.3,51.6,70.39,11.99,7.678
11.781,24.6,124.112,152.2,52.0,73.52,11.98,2.964
12.946,24.9,124.001,156.1,55.5,71.68,11.99,6.441
12.652,24.9,124.06,175.1,54.5,72.88,11.98,7.092
12.999,24.8,123.578,154.4,53.8,73.51,11.99,6.201
12.914,24.9,124.168,183.0,60.5,75.15,11.98,7.225
12.878,24.7,123.882,172.0,53.9,72.65,12.0,7.682
13.171,24.9,124.125,158.1,53.3,72.24,12.0,5.447
13.155,24.7,123.724,165.0,56.4,69.94,12.0,7.219
13.016,24.9,124.007,152.9,52.0,72.66,12.0,5.545
12.888,24.7,123.89,167.6,56.0,69.27,11.98,7.123
13.261,24.8,123.925,160.9,54.2,74.49,11.98,6.124
12.054,24.6,124.154,164.6,54.6,69.98,11.99,4.724
12.884,24.7,124.068,164.9,54.4,73.27,11.99,6.412
12.955,24.7,124.104,150.0,51.9,70.78,11.98,5.62
13.414,24.6,123.706,154.1,54.4,73.84,11.98,5.69
12.601,24.8,124.53,155.7,52.3,71.69,11.99,4.437
13.095,24.8,123.716,162.1,58.0,71.91,11.99,6.819
12.92,24.9,124.468,163.8,54.6,72.45,11.97,5.221
12.788,24.9,124.463,159.0,54.7,70.67,11.97,4.881
13.109,24.8,123.808,165.9,57.1,71.1,11.97,7.031
13.397,24.8,123.574,160.8,54.0,71.49,11.97,6.993
13.064,24.9,123.605,158.5,53.4,71.15,11.97,7.577
13.382,24.7,124.103,171.2,54.3,71.47,11.98,6.21
12.94,24.9,123.851,168.2,55.4,70.19,11.97,7.696
12.173,24.9,124.003,151.0,55.0,71.02,11.98,4.005
12.955,24.8,123.652,166.1,53.5,73.96,11.98,7.984
12.655,24.7,124.486,190.2,60.3,71.21,11.97,7.201
13.037,24.8,124.047,165.2,55.7,71.88,11.97,6.36
13.037,24.7,123.724,171.6,59.3,72.6,11.98,7.575
12.563,24.8,124.518,158.0,53.7,70.95,11.96,4.458
12.899,24.8,124.293,171.6,57.9,70.49,11.99,6.246
12.894,24.9,124.163,201.2,61.0,69.95,11.99,8.818
13.219,24.7,123.7,169.4,53.9,70.82,11.98,7.804
13.099,24.8,124.174,162.4,53.6,72.99,11.98,6.586
12.856,24.9,124.504,153.0,53.9,72.2,11.97,4.426
13.001,24.7,123.999,177.3,57.3,71.54,11.98,7.674
13.061,24.9,124.256,153.0,52.6,73.57,11.97,4.857
12.12,24.8,124.308,168.7,56.3,73.17,11.99,4.982
12.987,24.8,124.149,167.7,55.7,70.72,11.99,7.02
13.125,24.8,124.295,158.7,54.7,71.35,12.0,5.425
12.986,25.0,124.461,177.3,56.7,71.89,11.97,6.719
11.966,24.5,124.244,182.6,57.9,70.85,11.98,5.097
12.985,24.7,123.801,168.4,53.8,70.54,11.96,7.532
13.103,24.8,124.044,148.6,49.7,71.95,11.97,5.538
12.738,24.8,123.707,170.4,58.0,70.98,11.97,7.691
13.387,24.7,123.687,169.4,58.2,71.5,11.96,6.886
12.606,25.2,123.922,166.3,53.9,73.31,11.96,6.836
12.695,24.8,124.076,162.3,58.5,72.25,11.99,6.104
13.091,24.8,124.279,169.2,56.4,70.83,11.96,6.078
13.049,24.7,123.569,162.2,54.6,72.75,11.98,7.435
13.128,24.6,124.432,171.3,56.1,73.6,11.99,6.268
12.803,24.8,123.848,149.9,53.2,71.65,11.97,5.644
12.947,24.9,124.129,160.2,51.4,77.38,11.97,6.285
12.627,24.8,124.373,171.3,56.4,71.35,11.96,6.022
12.88,24.8,123.868,163.4,54.7,68.27,11.96,6.384
13.01,24.6,123.813,158.0,54.2,72.44,11.99,6.819
13.206,24.7,123.823,166.4,54.8,69.28,11.97,6.517
13.333,24.9,123.993,160.0,54.2,70.59,11.96,6.152
12.6,24.9,123.985,158.1,55.4,71.21,11.97,5.316
12.272,24.7,124.277,151.3,51.1,73.04,11.98,4.761
12.191,25.0,124.074,166.8,56.0,73.21,11.98,5.613
13.073,24.7,124.493,176.2,58.8,75.2,11.98,5.892
12.731,24.8,123.919,170.1,52.9,70.47,11.97,7.925
13.073,24.9,124.103,176.2,55.2,69.79,11.98,8.208
12.704,24.6,124.1,175.7,58.4,69.8,11.99,7.439
12.971,24.8,123.636,161.4,54.9,71.4,11.96,7.11
13.026,24.7,123.853,164.6,54.1,72.01,11.98,7.127
12.872,24.7,123.68,169.7,57.2,76.02,11.94,8.241
13.364,24.9,124.095,157.2,55.5,73.59,11.97,5.196
12.934,24.9,123.758,162.8,56.3,72.63,11.97,6.757
12.916,24.7,123.741,189.4,59.8,70.64,11.97,9.606
12.943,24.9,123.68,166.1,53.9,74.28,11.95,7.373
13.28,24.9,123.645,169.9,57.3,73.73,11.98,6.955
13.196,24.8,123.605,162.2,53.2,68.9,11.95,7.319
12.175,24.6,124.562,180.4,58.8,71.15,11.96,5.545
13.055,24.9,124.525,172.7,61.2,70.64,11.98,5.762
13.025,24.8,124.0,186.2,60.3,71.98,11.97,7.577
12.997,24.7,124.559,171.7,56.8,73.26,11.97,5.895
13.24,24.7,124.388,179.0,57.9,69.63,11.97,6.428
12.784,24.7,123.671,162.4,56.9,72.03,11.97,7.444
13.229,24.7,123.835,148.3,51.9,71.38,11.97,5.412
12.58,24.7,123.933,168.4,55.8,77.81,11.97,7.125
12.848,24.9,124.261,171.5,59.8,73.5,11.97,6.485
13.283,24.7,124.303,161.1,54.9,72.85,11.99,5.762
12.956,25.0,123.793,157.9,54.5,70.41,11.95,6.919
12.704,24.9,124.013,160.6,55.2,74.39,11.95,5.875
13.387,24.9,123.635,154.0,53.4,72.53,11.95,6.22
13.236,24.8,124.007,159.8,53.0,71.8,11.98,6.356
11.917,24.9,124.351,166.2,52.7,73.04,11.97,4.254
13.181,24.6,123.791,182.6,59.4,73.03,11.97,8.716
13.062,24.8,124.405,182.0,61.3,71.02,11.95,6.487
11.795,24.9,124.06,174.4,56.9,73.46,11.96,4.514
12.713,24.8,123.887,171.6,57.3,72.71,11.97,7.749
13.337,24.8,124.075,178.8,58.6,72.08,11.97,6.96
13.002,24.8,124.404,170.5,56.3,71.19,11.95,6.175
13.138,24.8,124.548,173.3,57.8,71.58,11.96,5.541
12.476,24.8,124.154,176.6,57.4,73.71,11.96,6.613
12.611,24.8,124.058,159.7,55.4,70.16,11.96,5.95
12.93,24.9,123.663,165.6,56.1,70.97,11.93,7.655
12.9,24.8,124.56,165.7,54.7,72.29,11.95,5.189
13.443,24.8,124.183,170.4,56.0,71.03,11.94,5.846
13.085,24.8,124.213,151.1,52.9,71.68,11.97,5.122
12.977,25.0,124.163,173.6,56.3,75.08,11.95,6.849
13.183,24.9,123.929,154.1,52.0,71.15,11.93,5.749
13.137,24.7,123.809,166.7,54.9,72.31,11.95,7.206
13.176,24.8,123.982,171.6,57.4,72.84,11.96,7.131
12.864,24.6,124.42,160.9,54.6,72.78,11.96,5.606
11.928,24.8,124.278,152.4,50.3,76.93,11.97,2.931
12.911,24.8,123.716,154.0,53.8,70.19,11.96,6.463
13.11,24.8,123.825,138.8,50.2,73.02,11.95,4.955
13.237,24.8,124.537,149.2,50.4,70.3,11.96,4.165
12.08,25.0,124.397,161.3,53.2,69.96,11.97,4.372
13.141,24.8,124.038,151.6,53.1,72.66,11.95,5.517
13.191,24.9,123.974,169.9,55.7,72.19,11.97,7.37
12.864,24.8,124.364,158.6,56.1,70.76,11.97,4.836
13.441,24.6,123.884,156.9,50.8,72.31,11.97,5.527
13.062,24.8,123.829,169.4,56.8,72.46,11.96,7.014
13.182,24.8,123.935,152.6,55.3,70.83,11.96,5.994
12.82,25.0,123.602,160.7,52.4,70.86,11.94,7.183
12.748,24.8,124.371,156.8,57.3,71.57,11.97,4.735
12.573,24.8,124.51,160.6,55.6,74.46,11.97,4.8
12.972,24.7,123.768,152.9,51.7,72.64,11.95,6.675
13.126,24.7,124.028,155.8,51.6,70.68,11.96,6.169
13.138,24.9,124.234,155.9,50.8,72.25,11.97,5.486
12.51,24.8,124.533,178.4,57.7,71.83,11.93,5.463
12.813,24.8,123.703,145.6,50.6,71.56,11.94,6.069
12.676,24.9,124.277,167.4,52.6,69.91,11.96,6.374
13.026,24.7,124.44,177.0,58.4,73.03,11.93,6.487
13.259,24.8,124.409,165.6,53.2,70.39,11.93,5.71
12.215,24.8,124.073,148.0,53.2,75.6,11.96,4.005
12.669,24.9,123.782,165.5,54.2,70.47,11.96,7.377
13.207,24.7,123.722,166.2,55.6,70.76,11.95,7.414
13.406,24.8,124.517,161.3,52.4,70.16,11.95,4.213
13.255,24.6,124.282,164.1,53.3,71.7,11.95,5.583
12.921,24.7,123.792,157.2,53.7,74.55,11.95,6.498
12.838,24.8,124.077,162.2,55.4,72.55,11.96,6.517
13.178,24.8,123.629,144.2,51.4,69.23,11.95,5.862
13.364,24.7,124.532,162.6,56.9,69.92,11.95,4.446
12.991,24.9,123.606,174.3,57.7,70.43,11.95,8.514
12.306,24.7,123.898,176.3,58.4,73.91,11.96,7.16
13.28,24.8,123.88,157.5,53.5,73.01,11.95,5.928
13.012,24.7,124.518,158.7,53.8,70.91,11.94,5.024
12.624,24.9,124.375,174.4,59.1,69.59,11.95,6.646
13.189,24.7,124.36,162.5,56.8,71.15,11.93,5.128
12.676,24.8,124.06,168.2,56.3,71.96,11.95,6.734
13.004,24.9,124.056,164.9,57.3,72.91,11.94,5.794
13.011,24.9,123.939,170.0,57.2,71.05,11.95,6.755
12.762,24.8,123.835,163.1,57.0,72.69,11.95,6.09
12.69,25.0,123.972,172.2,61.4,71.88,11.95,6.778
12.799,25.0,123.638,151.6,53.6,73.08,11.95,7.095
13.265,24.9,124.097,142.1,51.6,71.47,11.97,4.93
12.133,24.8,124.333,164.2,56.3,72.65,11.94,3.75
13.244,24.8,124.493,166.3,57.9,72.64,11.96,4.745
12.883,24.8,124.233,168.4,56.6,73.12,11.95,6.343
13.008,24.9,124.024,182.3,58.2,70.82,11.93,8.016
12.939,24.8,123.834,174.1,57.1,71.18,11.95,7.955
12.703,24.9,123.945,151.8,52.6,72.9,11.97,5.665
13.078,24.8,124.224,164.8,55.3,73.16,11.95,6.294
12.638,24.9,124.554,163.7,57.4,70.03,11.96,4.251
13.065,25.1,123.575,174.4,58.5,71.59,11.95,8.479
12.976,24.9,123.573,170.1,56.3,73.5,11.95,7.74
13.422,25.0,123.604,158.1,52.7,74.44,11.93,6.638
13.082,24.9,123.611,164.3,54.2,71.94,11.94,7.411
13.253,24.8,123.694,156.2,54.4,71.56,11.96,6.27
13.005,24.8,124.006,164.7,55.2,71.23,11.94,6.916
13.052,24.8,123.661,150.8,55.3,73.81,11.95,6.456
13.416,24.9,124.157,157.3,54.3,72.93,11.93,5.177
11.849,24.8,124.502,161.3,56.6,70.4,11.94,2.268
13.237,24.9,124.53,158.9,54.8,72.61,11.93,5.378
12.057,24.9,123.825,163.1,55.0,75.07,11.94,5.214
12.916,24.9,124.474,174.5,58.2,70.36,11.94,6.267
12.632,24.9,124.124,163.4,55.6,72.62,11.92,6.019
13.392,25.0,124.432,161.9,54.2,69.77,11.93,4.608
12.962,24.8,123.624,164.2,54.7,71.85,11.93,7.955
12.968,24.9,123.817,175.3,58.0,73.99,11.95,7.936
13.581,24.9,124.551,167.3,56.8,70.61,11.95,4.297
12.002,24.7,123.83,169.7,54.1,73.0,11.92,6.009
11.92,24.8,124.556,142.0,48.3,77.04,11.94,1.859
12.805,24.9,124.5,169.1,57.9,71.42,11.94,5.077
12.159,24.7,123.948,151.0,54.2,72.79,11.92,3.979
12.004,24.8,124.094,162.5,54.4,71.32,11.93,4.432
13.021,24.9,124.118,159.6,56.2,69.61,11.96,5.736
12.638,24.9,123.599,142.9,50.3,73.44,11.92,5.903
13.327,24.9,123.869,160.6,56.1,70.49,11.94,6.018
13.034,24.6,124.027,156.0,52.7,70.83,11.93,6.061
13.199,25.0,124.19,178.3,60.0,70.93,11.93,6.823
12.538,25.0,124.001,169.9,56.4,71.73,11.93,6.688
12.144,24.8,124.233,159.1,55.5,72.4,11.95,4.715
12.854,24.8,124.523,156.7,54.9,75.68,11.94,4.251
12.798,24.8,123.886,177.4,55.9,73.66,11.92,8.166
12.645,24.9,124.21,164.5,55.5,75.23,11.94,6.187
12.859,24.9,124.308,160.2,56.6,71.19,11.94,5.226
13.318,25.0,124.38,165.2,55.4,70.51,11.9,5.007
12.983,24.8,123.792,167.4,56.2,72.11,11.92,7.901
12.616,24.9,124.334,163.6,55.2,73.45,11.93,5.424
13.391,24.7,124.541,169.7,58.2,70.76,11.92,4.638
13.005,25.0,124.505,168.2,53.0,71.29,11.93,5.886
12.652,24.8,124.544,149.5,49.0,70.53,11.94,4.181
13.158,25.0,123.988,166.1,55.6,72.17,11.91,6.785
13.074,25.0,123.851,166.6,54.7,73.42,11.92,7.539
11.876,24.8,124.125,153.4,55.5,74.07,11.93,3.492
13.083,24.7,124.279,162.4,54.9,72.56,11.94,5.098
13.191,24.7,124.148,158.4,54.6,72.73,11.93,5.89
13.188,24.7,124.207,160.3,56.7,70.39,11.93,5.496
12.403,24.9,124.428,181.5,61.8,71.47,11.91,5.849
12.94,24.8,123.923,165.4,57.2,72.22,11.93,6.589
12.948,24.8,124.55,170.4,54.6,72.69,11.94,5.727
13.359,24.9,123.757,163.9,54.0,72.5,11.93,7.019
12.671,24.8,123.823,166.6,54.7,70.29,11.95,7.041
13.143,24.9,124.224,156.5,49.2,72.35,11.92,6.109
13.179,24.7,124.258,172.9,55.6,69.84,11.92,7.064
12.989,24.8,123.795,158.6,54.4,70.98,11.92,6.607
13.518,24.8,124.488,166.1,57.6,73.91,11.94,4.542
12.958,24.8,123.962,146.0,49.3,73.16,11.91,5.473
13.161,24.9,124.229,169.0,56.9,72.68,11.92,6.26
12.197,24.8,123.928,176.5,56.4,72.69,11.94,6.853
12.958,24.9,123.643,156.0,53.3,71.99,11.93,6.695
12.842,24.9,124.538,152.7,54.2,70.58,11.93,4.552
12.669,24.8,124.444,164.6,54.8,70.09,11.93,5.266
12.231,24.8,124.288,164.1,54.6,70.93,11.91,4.635
12.563,24.9,123.805,155.9,54.4,72.33,11.92,6.264
12.756,24.9,124.256,159.3,56.0,74.05,11.91,5.83
13.312,24.8,123.794,156.2,54.5,72.75,11.93,5.701
12.328,24.9,124.218,171.3,55.5,74.74,11.93,6.468
13.372,24.8,123.619,176.1,57.2,74.34,11.92,7.838
12.752,25.0,123.588,185.9,59.8,71.17,11.93,9.59
13.061,24.8,124.44,154.6,53.5,72.13,11.91,4.758
13.139,24.7,123.949,170.2,56.9,71.37,11.9,6.966
12.912,24.8,124.566,155.1,51.0,72.36,11.91,4.362
12.829,24.8,124.008,153.5,53.4,72.72,11.9,5.425
13.226,24.8,124.297,159.9,54.1,73.08,11.92,5.433
13.282,24.9,123.699,161.3,57.6,72.5,11.9,6.523
12.855,25.0,124.512,171.8,54.5,70.35,11.91,5.891
11.79,24.8,123.802,148.7,52.1,71.37,11.92,2.838
12.89,24.8,124.222,167.7,55.2,72.41,11.91,5.604
12.726,24.9,123.81,151.0,50.3,74.6,11.92,6.465
12.743,24.7,123.757,159.8,56.0,72.48,11.92,6.767
13.124,24.8,123.833,162.6,58.0,72.68,11.92,6.616
12.764,24.7,123.696,178.3,58.3,70.14,11.93,7.868
12.883,24.8,124.38,159.6,53.6,69.86,11.9,5.75
12.81,24.6,124.392,170.9,58.3,73.73,11.91,6.221
12.791,24.8,123.582,160.1,51.3,73.21,11.91,7.418
12.81,24.9,124.443,152.2,54.0,71.09,11.92,4.754
13.346,24.9,124.509,158.5,52.7,69.95,11.91,4.692
13.034,24.8,123.83,147.0,49.8,70.79,11.93,6.716
13.127,25.0,123.737,157.7,55.0,71.73,11.91,6.789
13.202,24.8,124.411,170.4,56.3,71.05,11.91,5.905
13.152,24.9,124.081,145.4,50.7,71.48,11.92,4.882
13.046,24.7,123.903,166.8,56.2,73.71,11.9,7.457
12.806,25.1,123.586,158.7,55.0,72.66,11.91,7.341
13.079,24.9,123.877,159.5,56.2,73.2,11.91,5.617
12.978,24.9,123.636,163.9,56.5,72.69,11.92,7.226
12.832,24.9,124.186,161.5,52.7,73.33,11.91,5.77
13.091,24.9,124.378,170.1,55.1,71.79,11.91,5.412
13.06,24.8,124.07,155.6,55.2,71.78,11.91,5.283
13.043,24.9,124.253,153.6,53.2,69.74,11.89,5.162
13.093,24.7,123.891,159.2,54.0,75.23,11.9,6.031
12.686,24.6,123.666,155.4,56.5,73.41,11.91,7.156
13.032,24.7,123.82,160.7,53.5,71.92,11.91,7.356
13.141,24.7,123.917,169.9,57.0,73.06,11.9,7.518
13.05,25.0,124.35,163.8,56.1,70.59,11.9,5.438
12.985,25.0,123.836,164.8,55.0,71.52,11.89,7.115
13.101,24.9,124.291,167.1,55.5,72.39,11.91,5.637
13.547,24.9,124.281,157.2,55.3,73.17,11.89,4.31
12.66,24.9,124.313,155.3,54.7,69.52,11.91,4.953
12.439,24.9,124.285,181.5,56.7,73.24,11.9,7.111
13.022,24.8,124.356,158.1,53.3,70.91,11.89,6.159
12.749,24.8,124.536,170.1,57.2,69.7,11.89,6.216
13.189,24.5,124.043,146.7,53.3,73.51,11.91,4.897
12.925,24.9,123.819,171.2,57.8,73.58,11.91,7.538
12.891,24.9,124.499,167.7,57.4,71.81,11.91,5.144
13.177,24.9,123.679,153.3,54.7,72.82,11.9,6.566
13.156,24.7,123.979,160.0,54.7,74.49,11.89,6.214
13.198,25.0,123.649,167.8,55.3,75.82,11.91,7.718
12.046,24.9,124.204,173.4,57.9,70.83,11.9,5.247
13.273,24.8,124.116,151.5,51.9,72.67,11.9,4.914
12.774,24.9,124.149,166.9,54.1,72.94,11.9,6.276
13.117,24.8,124.054,170.3,55.3,71.89,11.9,6.719
11.785,24.8,123.787,157.7,54.6,75.47,11.89,4.021
13.106,24.8,124.008,161.9,54.6,72.72,11.9,7.154
12.625,25.0,124.07,163.8,55.0,73.78,11.9,6.558
13.196,24.9,123.727,181.6,54.9,71.29,11.9,8.6
12.694,24.8,124.037,168.2,53.5,73.1,11.9,6.834
13.196,24.9,123.747,158.9,51.2,75.9,11.89,7.011
13.128,24.9,123.996,159.1,53.9,70.45,11.89,6.28
12.866,24.6,124.049,158.4,53.5,71.34,11.91,6.594
12.139,24.8,123.683,159.9,55.3,73.2,11.89,5.552
13.198,24.8,124.115,150.0,53.3,71.09,11.87,5.165
13.069,25.0,124.453,163.4,54.8,73.08,11.9,5.387
13.156,24.8,124.125,166.0,55.8,70.8,11.89,6.06
13.185,24.9,124.022,169.6,56.2,71.27,11.89,6.727
12.833,24.7,123.65,171.5,55.8,70.86,11.89,8.728
12.879,24.8,123.63,154.1,55.0,71.65,11.88,6.56
12.918,24.7,124.422,158.6,53.8,71.43,11.89,5.084
13.13,24.9,124.34,178.1,58.2,73.34,11.9,7.157
13.486,24.8,123.673,163.0,53.7,71.34,11.87,6.79
12.831,25.0,123.92,152.4,54.2,69.3,11.88,5.113
13.062,24.7,124.558,180.2,56.5,69.4,11.9,6.297
12.863,24.8,124.336,140.8,52.3,72.45,11.88,3.672
12.909,24.9,124.544,174.0,55.1,72.3,11.88,6.15
12.782,24.7,123.862,173.0,58.8,71.87,11.85,7.563
12.034,24.8,124.318,155.2,52.1,71.02,11.9,3.908
13.224,24.9,124.263,163.2,55.7,70.99,11.89,5.946
13.189,24.9,123.589,161.6,52.7,73.41,11.85,7.547
13.086,24.9,124.093,156.0,54.8,73.59,11.88,5.882
12.354,24.8,123.855,155.4,49.2,72.73,11.88,5.411
13.221,25.0,123.937,160.0,54.8,70.69,11.88,6.518
13.148,24.9,123.847,151.2,51.5,70.85,11.87,5.793
12.646,24.7,124.048,181.7,60.4,72.92,11.89,7.477
13.048,24.8,123.816,142.6,50.7,70.67,11.89,5.588
12.759,25.0,124.016,164.0,54.2,69.93,11.88,6.652
12.832,24.8,124.022,154.6,54.6,70.56,11.89,6.36
13.284,25.0,124.505,170.6,55.1,74.47,11.88,6.187
13.064,24.9,124.16,164.7,55.2,74.07,11.88,6.256
12.724,24.8,124.416,168.5,57.4,76.22,11.88,5.481
12.264,25.0,123.806,164.4,54.8,72.22,11.87,6.159
12.969,24.9,123.715,171.8,56.0,73.23,11.85,8.572
12.828,24.7,124.423,166.7,53.7,74.08,11.89,5.97
12.907,24.8,124.116,160.5,54.5,74.86,11.91,6.038
12.972,24.9,124.451,174.3,59.7,72.3,11.89,6.208
13.061,24.8,124.439,145.4,53.7,72.96,11.88,3.729
13.009,24.8,124.345,159.5,50.5,72.33,11.88,5.559
12.652,24.8,124.178,166.8,56.8,69.76,11.87,5.835
13.081,24.7,124.203,169.3,54.3,69.25,11.89,6.7
12.63,24.9,123.947,167.3,55.7,72.62,11.87,6.352
12.926,24.8,124.429,163.9,55.8,71.05,11.88,5.039
12.921,25.0,124.062,156.0,53.1,71.31,11.87,5.796
12.957,24.8,124.249,167.8,57.8,74.12,11.87,6.495
12.103,24.8,124.491,173.2,57.2,71.56,11.88,4.617
13.049,24.8,123.719,174.8,58.1,71.71,11.89,8.042
12.772,25.0,123.742,131.6,49.1,70.49,11.85,4.231
11.746,24.9,124.433,156.8,54.2,73.39,11.87,1.901
13.337,24.8,124.043,169.0,56.7,71.34,11.87,6.966
13.255,25.0,124.241,162.2,55.1,71.87,11.88,5.424
12.936,24.8,124.073,152.5,53.4,72.29,11.87,5.129
13.105,24.8,124.373,148.5,52.0,72.27,11.86,4.234
13.205,24.8,124.419,157.5,55.5,69.33,11.88,4.307
12.872,24.8,124.14,157.5,53.3,74.02,11.87,5.752
12.916,24.8,124.326,166.4,57.5,72.76,11.88,5.371
12.792,24.9,124.543,159.9,53.1,70.47,11.87,4.651
13.191,24.8,123.625,149.2,54.0,72.18,11.86,5.975
13.054,24.7,124.169,172.9,55.4,73.26,11.86,7.166
13.138,24.8,123.765,169.8,54.7,70.95,11.86,7.945
12.795,24.8,124.133,164.0,56.7,72.77,11.86,5.835
12.899,24.7,124.079,183.1,57.5,74.58,11.89,7.796
12.7,24.9,123.722,163.4,54.7,71.17,11.88,6.905
12.988,24.7,124.022,158.3,56.7,71.23,11.87,6.058
12.596,25.1,124.45,174.9,58.5,72.45,11.87,5.719
12.855,24.9,123.788,166.3,53.3,70.43,11.88,7.232
13.558,25.0,124.379,153.7,54.0,72.75,11.86,3.927
11.895,24.8,124.463,160.0,53.9,72.95,11.86,2.651
13.052,24.8,124.519,163.9,53.3,71.9,11.86,4.967
13.064,24.6,123.76,172.6,57.5,70.89,11.86,7.552
12.979,25.0,124.458,167.7,54.2,72.84,11.86,6.273
12.915,24.7,124.357,166.0,54.4,70.76,11.85,6.386
12.883,24.8,124.082,163.7,54.9,70.72,11.88,6.567
13.468,24.8,124.425,166.3,52.3,72.12,11.87,4.841
12.597,24.9,124.343,168.2,56.0,71.04,11.86,6.054
13.139,24.8,124.402,161.0,54.4,71.49,11.86,5.476
13.273,24.8,123.704,157.8,53.4,71.66,11.86,6.482
12.804,24.9,123.783,154.2,54.6,70.37,11.88,6.621
12.786,24.9,124.116,176.4,56.6,72.16,11.86,7.367
13.445,25.0,123.67,178.0,56.0,71.52,11.87,7.35
13.014,24.9,123.69,173.5,59.3,71.04,11.86,8.016
13.174,25.0,124.325,154.3,54.0,71.28,11.86,4.55
13.305,24.8,124.137,173.8,55.8,71.15,11.86,6.295
